CustomerID,Churn
262106,0.0
37061,0.0
361832,0.0
425516,0.0
60597,0.0
441725,0.0
352298,0.0
75484,0.0
82869,0.0
169943,0.0
228747,0.0
120651,0.0
119743,0.0
121715,0.0
340232,0.0
167912,0.0
129658,0.0
357591,0.0
381907,0.0
479896,0.0
181108,0.0
72811,0.0
33508,0.0
410884,0.0
283283,0.0
389012,0.0
202013,0.0
9381,0.0
169939,0.0
152532,0.0
29716,0.0
236649,0.0
239059,0.0
33098,0.0
153528,0.0
220727,0.0
133982,0.0
271728,0.0
495367,0.0
186310,0.0
397352,0.0
383514,0.0
13496,0.0
192122,0.0
243939,0.0
89243,0.0
234111,0.0
302366,0.0
372447,0.0
399196,0.0
405550,0.0
71440,0.0
120020,0.0
61995,0.0
218997,0.0
305837,0.0
447336,0.0
73017,0.0
211321,0.0
78597,0.0
189407,0.0
436457,0.0
330957,0.0
364476,0.0
472210,0.0
369596,0.0
15129,0.0
451227,0.0
331138,0.0
410353,0.0
382311,0.0
19092,0.0
443470,0.0
79236,0.0
402545,0.0
145796,0.0
224277,0.0
45267,0.0
15562,0.0
402809,0.0
406933,0.0
299437,0.0
340274,0.0
441006,0.0
211438,0.0
211597,0.0
283994,0.0
46499,0.0
382857,0.0
367881,0.0
125950,0.0
106903,0.0
15839,0.0
407189,0.0
380412,0.0
336270,0.0
10506,0.0
3215,0.0
139253,0.0
23263,0.0
272173,0.0
336150,0.0
228976,0.0
34279,0.0
269331,0.0
281775,0.0
299701,0.0
433585,0.0
132591,0.0
462618,0.0
313556,0.0
195858,0.0
302179,0.0
257768,0.0
71664,0.0
351745,0.0
90864,0.0
281582,0.0
350720,0.0
91657,0.0
134567,0.0
60986,0.0
349798,0.0
286160,0.0
37551,0.0
211048,0.0
359379,0.0
434085,0.0
229412,0.0
318542,0.0
328957,0.0
84111,0.0
471620,0.0
491441,0.0
262243,0.0
188586,0.0
261513,0.0
121025,0.0
156035,0.0
20313,0.0
261746,0.0
492626,0.0
319229,0.0
86724,0.0
250394,0.0
469628,0.0
267745,0.0
78141,0.0
311455,0.0
351209,0.0
501991,0.0
244291,0.0
260180,0.0
135772,0.0
155105,0.0
240783,0.0
1780,0.0
226570,0.0
187959,0.0
196747,0.0
74848,0.0
106060,0.0
139258,0.0
248979,0.0
189316,0.0
263842,0.0
133438,0.0
66350,0.0
94878,0.0
214317,0.0
485765,0.0
310411,0.0
218518,0.0
471558,0.0
22934,0.0
182545,0.0
444798,0.0
16017,0.0
18893,0.0
174415,0.0
58635,0.0
446495,0.0
169210,0.0
141198,0.0
63491,0.0
145642,0.0
119264,0.0
60439,0.0
411962,0.0
98072,0.0
310627,0.0
307167,0.0
97484,0.0
43674,0.0
30606,0.0
26115,0.0
112354,0.0
227960,0.0
275585,0.0
10176,0.0
262955,0.0
87728,0.0
246197,0.0
216212,0.0
128777,0.0
320824,0.0
346825,0.0
21053,0.0
191533,0.0
276202,0.0
481077,0.0
487060,0.0
27855,0.0
345850,0.0
187825,0.0
135070,0.0
266724,0.0
375287,0.0
413584,0.0
385016,0.0
130496,0.0
239316,0.0
98227,0.0
472047,0.0
120186,0.0
332037,0.0
363075,0.0
247078,0.0
265831,0.0
343,0.0
24088,0.0
41535,0.0
322437,0.0
110280,0.0
441357,0.0
453674,0.0
35528,0.0
172315,0.0
339072,0.0
37742,0.0
491658,0.0
372866,0.0
5632,0.0
94124,0.0
334911,0.0
202555,0.0
300900,0.0
6894,0.0
500920,0.0
303336,0.0
409043,0.0
170547,0.0
499192,0.0
335549,0.0
36464,0.0
96194,0.0
106882,0.0
219006,0.0
445382,0.0
155332,0.0
97025,0.0
125104,0.0
319693,0.0
131853,0.0
339743,0.0
304495,0.0
223083,0.0
476997,0.0
420850,0.0
330233,0.0
177202,0.0
383614,0.0
379185,0.0
184642,0.0
446723,0.0
154678,0.0
93947,0.0
173614,0.0
141956,0.0
313211,0.0
312257,0.0
401386,0.0
156805,0.0
15205,0.0
272754,0.0
342933,0.0
485568,0.0
264680,0.0
432663,0.0
455686,0.0
128701,0.0
5299,0.0
280476,0.0
352770,0.0
231833,0.0
328032,0.0
182956,0.0
439339,0.0
149985,0.0
440763,0.0
482490,0.0
242771,0.0
326242,0.0
21353,0.0
442301,0.0
254017,0.0
234756,0.0
70854,0.0
12278,0.0
156332,0.0
216889,0.0
436805,0.0
256781,0.0
187525,0.0
347350,0.0
50693,0.0
401420,0.0
117175,0.0
235795,0.0
306599,0.0
429470,0.0
306993,0.0
114665,0.0
264375,0.0
451741,0.0
471105,0.0
200860,0.0
319171,0.0
98383,0.0
166419,0.0
399064,0.0
209623,0.0
1044,0.0
461227,0.0
261124,0.0
338920,0.0
49379,0.0
139707,0.0
438654,0.0
410499,0.0
58231,0.0
7223,0.0
485,0.0
249812,0.0
231252,0.0
271689,0.0
475275,0.0
197986,0.0
1002,0.0
288000,0.0
26428,0.0
165563,0.0
184275,0.0
276817,0.0
81236,0.0
132765,0.0
418797,0.0
69765,0.0
41996,0.0
120560,0.0
254540,0.0
227172,0.0
128822,0.0
370273,0.0
86093,0.0
32993,0.0
174800,0.0
210922,0.0
4434,0.0
278623,0.0
497845,0.0
295856,0.0
46135,0.0
32149,0.0
61767,0.0
124954,0.0
262914,0.0
297246,0.0
141057,0.0
314084,0.0
337447,0.0
143811,0.0
356025,0.0
257658,0.0
163229,0.0
164164,0.0
186397,0.0
437,0.0
423758,0.0
403998,0.0
325000,0.0
77416,0.0
457929,0.0
170121,0.0
274132,0.0
200933,0.0
243353,0.0
393147,0.0
287708,0.0
90972,0.0
80464,0.0
42342,0.0
306279,0.0
179052,0.0
376130,0.0
169124,0.0
433014,0.0
436814,0.0
219611,0.0
180222,0.0
502533,0.0
375715,0.0
452768,0.0
259033,0.0
254232,0.0
309324,0.0
292045,0.0
291981,0.0
244663,0.0
446699,0.0
163393,0.0
122745,0.0
74286,0.0
206080,0.0
317301,0.0
83936,0.0
447228,0.0
40816,0.0
428056,0.0
67017,0.0
94482,0.0
282952,0.0
494967,0.0
80219,0.0
284263,0.0
342793,0.0
83823,0.0
394876,0.0
69805,0.0
292248,0.0
75071,0.0
118985,0.0
434098,0.0
144372,0.0
473036,0.0
215809,0.0
501809,0.0
190809,0.0
114154,0.0
47727,0.0
453075,0.0
178387,0.0
285757,0.0
381411,0.0
238382,0.0
430365,0.0
275612,0.0
211997,0.0
337842,0.0
226693,0.0
8914,0.0
476391,0.0
426003,0.0
450930,0.0
305658,0.0
387582,0.0
109363,0.0
52956,0.0
274459,0.0
307558,0.0
67936,0.0
101035,0.0
218808,0.0
503065,0.0
392559,0.0
221766,0.0
479253,0.0
217378,0.0
309809,0.0
352527,0.0
95377,0.0
407993,0.0
316445,0.0
383481,0.0
172077,0.0
95547,0.0
62368,0.0
44581,0.0
408052,0.0
457293,0.0
19003,0.0
202438,0.0
222758,0.0
492692,0.0
209971,0.0
228121,0.0
106795,0.0
100536,0.0
31904,0.0
277452,0.0
106874,0.0
338326,0.0
394663,0.0
319842,0.0
57672,0.0
24275,0.0
354538,0.0
58689,0.0
202307,0.0
113452,0.0
119567,0.0
312417,0.0
17131,0.0
468488,0.0
116659,0.0
49921,0.0
292293,0.0
477468,0.0
95911,0.0
2141,0.0
222877,0.0
55036,0.0
444687,0.0
291736,0.0
25303,0.0
312803,0.0
57195,0.0
258023,0.0
419853,0.0
10655,0.0
108162,0.0
263342,0.0
257780,0.0
360935,0.0
20839,0.0
238282,0.0
93075,0.0
345912,0.0
393916,0.0
77700,0.0
408901,0.0
478046,0.0
473723,0.0
152703,0.0
288015,0.0
107356,0.0
17840,0.0
261300,0.0
371457,0.0
87279,0.0
222508,0.0
363285,0.0
57688,0.0
486535,0.0
169903,0.0
212245,0.0
395875,0.0
163980,0.0
252655,0.0
433954,0.0
218224,0.0
227818,0.0
425274,0.0
374097,0.0
238350,0.0
436957,0.0
292547,0.0
370035,0.0
466037,0.0
360488,0.0
115514,0.0
368074,0.0
414792,0.0
274368,0.0
193993,0.0
234752,0.0
412565,0.0
178348,0.0
64339,0.0
309283,0.0
173494,0.0
123355,0.0
156967,0.0
433745,0.0
269039,0.0
353150,0.0
373665,0.0
107614,0.0
441104,0.0
119788,0.0
494764,0.0
352688,0.0
316778,0.0
499061,0.0
34638,0.0
168087,0.0
341663,0.0
491771,0.0
69545,0.0
243161,0.0
335883,0.0
390407,0.0
174964,0.0
482464,0.0
171941,0.0
405622,0.0
13863,0.0
239694,0.0
348305,0.0
85699,0.0
99064,0.0
458300,0.0
140508,0.0
273225,0.0
308361,0.0
260057,0.0
106777,0.0
442349,0.0
211355,0.0
128065,0.0
239457,0.0
180354,0.0
135936,0.0
323775,0.0
479545,0.0
410251,0.0
406752,0.0
489336,0.0
210539,0.0
407421,0.0
205425,0.0
188598,0.0
53561,0.0
83864,0.0
462638,0.0
9186,0.0
174118,0.0
396028,0.0
238453,0.0
316449,0.0
269582,0.0
84608,0.0
267495,0.0
389350,0.0
461842,0.0
362167,0.0
267473,0.0
89920,0.0
205788,0.0
269721,0.0
368989,0.0
348802,0.0
23889,0.0
131672,0.0
9284,0.0
167391,0.0
273965,0.0
421289,0.0
290978,0.0
486520,0.0
427095,0.0
405030,0.0
213599,0.0
81053,0.0
43439,0.0
113272,0.0
187930,0.0
201480,0.0
197310,0.0
475605,0.0
438601,0.0
393016,0.0
33854,0.0
367520,0.0
375511,0.0
390344,0.0
294945,0.0
204282,0.0
244430,0.0
174178,0.0
195195,0.0
151243,0.0
4586,0.0
258625,0.0
442371,0.0
402842,0.0
462666,0.0
245130,0.0
317929,0.0
227848,0.0
41180,0.0
120359,0.0
305027,0.0
205905,0.0
41460,0.0
210287,0.0
68308,0.0
127246,0.0
37355,0.0
430372,0.0
468393,0.0
169258,0.0
221656,0.0
131401,0.0
118934,0.0
112253,0.0
65386,0.0
71554,0.0
465714,0.0
240358,0.0
333907,0.0
257457,0.0
183076,0.0
20405,0.0
338045,0.0
141095,0.0
209347,0.0
138691,0.0
24225,0.0
205297,0.0
438706,0.0
223035,0.0
287467,0.0
76722,0.0
146212,0.0
184237,0.0
451651,0.0
158194,0.0
183260,0.0
404886,0.0
409447,0.0
213737,0.0
6038,0.0
440986,0.0
117164,0.0
170671,0.0
226432,0.0
327173,0.0
110973,0.0
444841,0.0
244691,0.0
31338,0.0
348372,0.0
284870,0.0
282639,0.0
111307,0.0
495448,0.0
19464,0.0
52125,0.0
269618,0.0
150066,0.0
160842,0.0
307429,0.0
315504,0.0
480848,0.0
276505,0.0
268233,0.0
234471,0.0
186472,0.0
361860,0.0
330860,0.0
216267,0.0
409764,0.0
364615,0.0
248953,0.0
160109,0.0
12852,0.0
454349,0.0
71219,0.0
452967,0.0
20709,0.0
367812,0.0
501715,0.0
380548,0.0
289586,0.0
348330,0.0
98452,0.0
332623,0.0
176630,0.0
17614,0.0
499757,0.0
466858,0.0
274426,0.0
445342,0.0
166774,0.0
254655,0.0
437533,0.0
135304,0.0
46854,0.0
262724,0.0
351650,0.0
114977,0.0
489264,0.0
170104,0.0
181421,0.0
274102,0.0
247679,0.0
361159,0.0
182770,0.0
72869,0.0
88458,0.0
237643,0.0
407102,0.0
414552,0.0
424951,0.0
143119,0.0
305511,0.0
282801,0.0
220026,0.0
315445,0.0
367574,0.0
459220,0.0
83043,0.0
12772,0.0
281245,0.0
62615,0.0
422356,0.0
36535,0.0
113064,0.0
164798,0.0
413617,0.0
500036,0.0
33634,0.0
13234,0.0
73063,0.0
173238,0.0
88043,0.0
307182,0.0
272819,0.0
388386,0.0
37675,0.0
484939,0.0
35578,0.0
161941,0.0
376543,0.0
349427,0.0
186278,0.0
335814,0.0
