CustomerID,Churn
262106,0
425516,0
60597,0
441725,0
75484,0
169943,0
121715,0
167912,0
129658,0
381907,0
181108,0
72811,0
410884,0
202013,0
9381,0
169939,0
29716,0
236649,0
133982,0
397352,0
13496,0
89243,0
302366,0
372447,0
399196,0
405550,0
71440,0
120020,0
305837,0
447336,0
73017,0
211321,0
78597,0
189407,0
330957,0
364476,0
15129,0
451227,0
382311,0
19092,0
443470,0
145796,0
45267,0
340274,0
441006,0
211597,0
283994,0
382857,0
125950,0
106903,0
407189,0
380412,0
23263,0
336150,0
269331,0
281775,0
299701,0
462618,0
195858,0
71664,0
281582,0
350720,0
60986,0
349798,0
318542,0
328957,0
84111,0
262243,1
121025,0
20313,0
86724,0
250394,0
78141,0
311455,0
244291,0
260180,0
135772,0
196747,0
74848,0
106060,0
139258,0
66350,0
182545,0
444798,0
16017,0
18893,0
174415,0
446495,0
141198,0
63491,0
60439,0
411962,0
310627,0
307167,0
30606,0
227960,0
275585,0
10176,0
262955,0
87728,0
216212,0
128777,0
27855,0
187825,0
266724,0
375287,0
413584,0
130496,0
332037,0
363075,0
265831,0
343,0
24088,0
41535,0
110280,0
441357,0
172315,0
339072,0
37742,0
491658,0
5632,0
202555,0
409043,0
170547,0
36464,0
219006,0
155332,0
125104,0
319693,0
131853,0
339743,0
223083,0
476997,0
330233,0
379185,0
184642,0
173614,0
156805,0
272754,0
342933,0
264680,0
128701,0
5299,0
280476,0
328032,0
439339,0
149985,0
482490,0
254017,0
70854,0
12278,0
156332,0
216889,0
347350,0
117175,0
306599,0
306993,0
451741,0
98383,0
399064,0
209623,0
261124,0
338920,0
49379,0
410499,0
58231,0
485,0
249812,0
231252,0
271689,0
475275,0
1002,0
81236,0
132765,0
69765,0
41996,0
227172,0
128822,0
370273,0
86093,0
32993,0
174800,0
4434,0
278623,0
497845,0
295856,0
61767,0
262914,0
297246,0
141057,0
164164,0
186397,0
437,0
423758,0
403998,0
77416,0
457929,0
274132,0
393147,0
287708,0
90972,0
42342,0
306279,0
376130,0
169124,0
436814,0
180222,0
259033,0
254232,0
291981,0
244663,0
446699,0
163393,0
122745,0
447228,0
40816,0
67017,0
282952,0
494967,0
284263,0
342793,0
83823,0
394876,0
69805,0
292248,0
75071,0
118985,0
434098,0
473036,0
215809,0
114154,0
453075,0
285757,0
337842,0
476391,0
426003,0
109363,0
52956,0
67936,0
101035,0
218808,0
392559,0
221766,0
479253,0
217378,0
352527,0
95377,0
316445,0
383481,0
172077,0
62368,0
44581,0
19003,0
492692,0
209971,0
31904,0
394663,0
24275,0
202307,0
113452,0
477468,0
2141,0
55036,0
25303,0
57195,0
258023,0
108162,0
263342,0
77700,0
261300,0
371457,0
87279,0
486535,0
163980,0
218224,0
374097,0
238350,0
436957,0
466037,0
360488,0
368074,0
414792,0
274368,0
193993,0
234752,0
64339,0
309283,0
173494,0
123355,0
373665,0
107614,0
441104,0
352688,0
316778,0
168087,0
491771,0
69545,0
243161,0
390407,0
174964,0
405622,0
13863,0
348305,0
458300,0
273225,0
260057,0
442349,0
211355,0
180354,0
406752,0
205425,0
53561,0
83864,0
462638,0
174118,0
316449,0
269582,0
267495,0
389350,0
461842,0
362167,0
205788,0
23889,0
9284,0
167391,0
486520,0
427095,0
405030,0
213599,0
201480,0
475605,0
33854,0
367520,0
204282,0
258625,0
245130,0
317929,0
227848,0
305027,0
205905,0
210287,0
127246,0
169258,0
131401,1
118934,0
112253,0
65386,0
465714,0
240358,0
333907,0
257457,0
183076,0
141095,0
209347,0
438706,0
223035,0
184237,0
451651,0
158194,0
183260,0
213737,0
117164,0
170671,0
327173,0
444841,0
244691,0
31338,0
284870,0
282639,0
495448,0
52125,0
307429,0
361860,0
216267,0
409764,0
12852,0
454349,0
71219,0
501715,0
348330,0
98452,0
17614,0
499757,0
466858,0
274426,0
445342,0
166774,0
135304,1
46854,0
262724,0
351650,0
114977,0
489264,0
170104,0
181421,0
274102,0
247679,0
237643,0
407102,0
414552,0
424951,0
143119,0
305511,0
282801,0
367574,0
83043,0
12772,0
281245,0
36535,0
113064,0
413617,0
88043,0
272819,0
388386,0
161941,0
2462,0
467620,0
94654,0
352384,0
236272,0
317360,0
139255,0
70925,0
57405,0
444337,0
60183,0
96356,0
417890,0
255638,0
241952,0
214458,0
341767,0
302836,0
23981,0
227093,0
196974,0
256708,0
447514,0
419126,0
326986,0
272564,0
463323,0
126758,0
296364,0
248094,0
20837,0
307272,0
218586,0
421125,0
25411,0
136768,0
125048,0
11652,0
490840,0
44058,0
269027,0
169371,0
43495,0
492796,0
324801,0
394545,0
370866,0
15031,0
425462,0
390657,0
28602,0
218619,0
384549,0
82310,0
20000,0
167922,0
255349,0
495719,0
243610,0
428895,0
229483,0
78011,0
491847,0
347639,0
2092,0
202182,0
429549,0
320712,0
13032,0
494315,0
241387,0
466692,0
136642,0
221963,0
376911,0
83752,0
432776,0
179700,0
263696,0
296248,0
20258,0
41957,0
364269,0
222848,0
19955,0
257995,0
185691,0
156078,0
491106,0
283133,0
304662,0
287495,0
180084,0
302104,0
427161,0
63566,0
161338,0
226706,0
250695,0
391677,0
193479,0
209073,0
254183,0
485963,0
125342,0
15878,0
78616,0
144195,0
295570,0
268200,0
155313,0
60293,0
402749,0
46595,0
270062,0
334465,0
417207,0
489828,0
186163,0
192134,0
445240,0
134994,0
261482,0
208570,0
93422,0
132645,0
62806,0
99719,0
379577,0
237696,0
104773,0
114739,0
28275,0
151632,0
426024,0
386266,0
14860,0
331656,0
292548,0
23242,0
68784,0
464821,0
205454,0
328338,0
92408,0
446945,0
504566,0
212497,0
196820,0
502877,0
441760,0
442444,0
96232,0
162043,0
483057,0
354624,0
380053,0
15634,0
152357,0
240843,0
488195,0
480760,0
195729,0
162950,0
371823,0
56345,0
397976,0
377119,0
90828,0
231058,0
438132,0
342020,0
349953,0
49124,0
265852,0
332867,0
167430,0
427544,0
339805,0
201248,0
224197,0
453606,0
129669,0
398466,0
159433,0
20265,0
301971,0
283934,0
499328,0
211227,0
145334,0
346323,0
398140,0
114640,0
286492,0
200471,0
395544,1
268500,0
63706,0
274398,0
324707,0
18324,0
162484,0
144149,0
203936,0
249412,0
161389,0
38105,0
481113,0
287033,0
153484,0
495320,0
486172,0
140873,0
61523,0
427645,0
395693,0
91983,0
490965,0
274062,0
493664,0
161482,0
282112,0
146306,0
32963,0
264016,0
209132,0
365569,0
328810,0
394102,0
191227,0
467004,0
4192,0
213923,0
501387,0
145343,0
250737,0
244945,0
235460,0
455184,0
375538,0
472142,0
494483,0
289678,0
116002,0
111737,0
239089,0
84650,0
439440,0
82753,0
489397,0
19956,0
218686,0
424145,0
443774,0
318982,0
191746,0
3156,0
363645,0
183271,0
32391,0
88216,0
489398,0
468526,0
203715,0
476781,0
224187,0
275401,0
293817,1
262647,0
59177,0
127034,0
18786,0
206202,0
400466,0
355440,0
378809,0
126284,0
287671,0
13352,0
381374,0
51987,0
451402,0
20369,0
405885,0
343205,0
311402,0
321464,0
495021,0
385364,0
48576,0
314117,0
233619,0
423431,0
288763,0
307258,0
145940,0
236513,0
79859,0
223328,0
104021,0
137674,0
5294,0
95474,0
17413,0
145514,0
243256,0
64026,0
148574,0
75693,0
324044,0
466616,0
501367,0
97614,0
164095,0
459470,0
393298,0
209497,0
470169,0
267273,0
17621,0
447002,0
270201,0
394148,0
143500,0
298406,0
403656,0
47210,0
324623,0
116198,0
267767,0
222440,0
369261,0
278702,0
296090,0
81523,0
291519,0
185146,0
223324,0
493508,0
104797,0
390512,0
245186,0
24759,0
331464,0
337667,0
353489,0
322987,0
363496,0
204175,0
198263,0
59833,0
228181,0
330893,0
151546,0
153022,0
501487,0
201993,0
26925,0
309449,0
299892,0
442799,0
84586,0
229349,0
123192,0
67954,0
184721,0
307511,0
331219,0
250827,1
55937,0
241303,0
55896,0
48959,0
4418,0
495522,0
454401,0
354655,0
94489,0
196895,0
64068,0
365240,0
208238,0
411330,0
453556,0
359265,0
351011,0
160464,0
77453,0
255627,0
34972,0
150859,0
303257,1
464465,0
138772,0
268851,0
294273,0
468903,0
324436,0
292276,0
389485,0
242589,0
23784,0
66913,0
441435,0
453789,0
171754,0
365625,0
347588,0
400265,0
240700,0
301566,0
448563,0
447853,0
143236,0
378386,0
450780,0
125874,0
314709,0
443668,0
106480,0
503464,0
417632,0
134873,0
450717,0
171302,0
118208,0
247792,0
88608,1
227287,0
439573,0
307201,0
483121,0
30003,0
29360,0
209049,0
116586,0
254936,0
154280,0
28324,0
444472,0
179042,0
368270,0
423116,0
231169,0
439162,0
243152,0
27755,0
454933,0
126600,0
444024,0
477462,0
64922,0
455823,0
111674,0
398746,0
436908,0
477152,0
463871,0
22302,0
260671,0
121392,0
343900,0
392299,0
476618,0
461938,0
369268,0
437966,0
78568,0
368586,0
123478,0
32331,0
173675,0
140721,0
126797,0
101253,0
321475,0
419818,0
369124,0
406712,0
84441,0
495818,0
